index,bnf_code,bnf_name,practice,stripped_bnf
14938,0411000F0AAAGAG,Fortisip Range_S/Pack,,041100
14939,090402000BBBUA0,Berocca_Tab Eff (Tropical),,090402
1494,0205051Q0BBADAD,Juzo Soft Class 2 B/Knee Closed Toe Lymp,A81044,020505
14940,091200000BFIFDI,Mirapexin_Tab 1.05mg M/R,,091200
14941,20030400182,Convatec_Esteem Synergy+ DrnblPch+InvisO,,200304
14942,0204000T0AAAMAM,Convatec_Combihesive Natura 45mm(35mm In,,020400
14943,1310012K0AAAXAX,Jade_Chailey Urin Adolescent Adult Plas,,131001
14944,22301003001,Forticare_Liq (Peach & Ginger),,223010
14945,23941009935,Care Allergy Defence Pdr Spy (200D),,239410
14946,23300703003,Stelazine_Span 10mg,,233007
14947,0408010H0BBAGA1,Convatec_Urodress Urost Pouch Clr Stnd 3,,040801
14948,090402000BBXCA0,Ranitidine HCl_Liq Spec 12mg/5ml,,090402
14949,0906040G0BZAACI,Salic Acid 2%/Sulfur 4%/WSP_Oint,,090604
1495,0105010B0BIABAA,Xylomet HCl_Nsl Spy 0.1% 10ml,E83039,010501
14950,0501013K0AAAAAA,Sigvaris MTM Cotton Class 3 B/Knee Close,,050101
14951,090401000BBDPA0,Selsun Blue_A/Dand Replenishing Shampoo,,090401
14952,0402010I0AAABAB,Modalim_Tab 100mg,,040201
14953,0908010AJBBABAB,Xtrasorb HCS 6cm x 6cm Wound Dress Prote,,090801
14954,0202010P0AAAAAA,Cytotec_Tab 200mcg,,020201
14955,23350453641,NiQuitin_Patch 14mg/24hrs (Step 2),,233504
14956,23600456155,Adren_Inj 1/1000 10ml Amp,,236004
14957,0410020B0BBBDCC,Flo-Tone MDI (regular fit),,041002
14958,090401000BBRAA0,Mediplast 7.5cm x 5m Surg Adh Tape Zn Ox,,090401
14959,090502100AAAQAQ,BioXtra Dry Mth Ultra Mild Mouthrinse (A,,090502
1496,1305030D0BBABAB,Premierfilm I.V. 7cm x 8.5cm VP Adh Film,M88018,130503
14960,23964109721,Sigvaris Cotton Class 2 Thigh C/T + Grip,,239641
14961,1305020S0AACSCS,Hunter Aloe Orig Fle 8-14 (30-Pack) Cath,,130502
14962,0109010U0AABKBK,Lumigan_Eye Dps 300mcg/ml,,010901
14963,20031700231,SunVit-D3 2 000u/ml_Oral Soln,,200317
14964,23804808015,Adpore 10cm x 35cm Adh Dress Pfa,,238048
14965,090401030BVAAAK,Descovy_Tab 200mg/25mg,,090401
14966,20030600055,Optiflo S Cath Maint Soln 100ml,,200306
14967,0407010ACAAAAAA,Moxonidine_Tab 200mcg,,040701
14968,0802020G0BCAAAG,Dansac_Light Convex Colo Bag Clr S/H 15-,,080202
14969,21270001921,Gppe Cap E/C_Creon 40000,,212700
1497,20030200046,Crotamiton_Lot 10%,P87035,200302
14970,090402000BBQDA0,Skinnies Silk Gloves Child Med Silk Garm,,090402
14971,1302010E0BBACAC,Budesonide_Inh Soln 1mg/2ml Ud Vl,,130201
14972,0205052Y0AAACAC,Coloplast_Easiflex B/Plt 50mm Flng S/H 1,,020505
14973,23053370501,Xerostom Saliva Substitute Chble Caps,,230533
14974,21270001983,Limb LimbO Adult 1/2 Leg Nor Build Water,,212700
14975,0103040M0AAAAAA,Clarityn_Syr 5mg/5ml,,010304
14976,1304000F0BFAADW,Diazepam_Oral Susp 5mg/5ml,,130400
14977,21011300146,Sigvaris Cotton Class 2 Thigh Open Toe +,,210113
14978,1311020L0AAAHAH,Valganciclovir HCl_Oral Soln 250mg/5mlSF,,131102
14979,1001010ADBEAAAB,Carob Seed Flour_Pdr,,100101
1498,190606000AAAEAE,EnergieShake_Pdr Sach 57g (Sbery),M81604,190606
14980,23941009373,Lamb_MagAsorb Tab 150mg (8239),,239410
14981,21270000779,Jade_Stoke Mandeville Sheath-Type Urin,,212700
14982,23600106337,SpiroTect Baseplate Adh Remover Wipe(30,,236001
14983,090401000BBACAY,Teleflex_Rusch Leg Bag 500ml 10cm Tubing,,090401
14984,23355903503,Tamoxifen Cit_Oral Susp 10mg/5ml,,233559
14985,0902021V0AAACAC,iMEDicare_Afex Mobility Assisted S Urin,,090202
14986,090402000BBRIA0,Kaletra_Tab 200mg/50mg,,090402
14987,1203030A0BBACAB,NurofenMaxStrghJoint&BackP/Rel_Tab 512mg,,120303
14988,0403040W0BRACAS,Shiley Uncuffed Paed 42mm 4.5PED Tracheo,,040304
14989,23353453680,Juvela_G/F Diges Bisc,,233534
1499,130201000AACVCV,Fumaric Acid_Tab 30mg,B83695,130201
14990,21270000441,Shiley Reusable Spare Cannula 8SIC Trach,,212700
14991,20090000995,Altiven M/M Class 2 Thigh Hold-up Open T,,200900
14992,0407010X0AABKBK,Advapore 10cm x 25cm Adh Dress Pfa,,040701
14993,0205051W0AAACAC,Coal Tar 0.5%/YSP_Oint,,020505
14994,0407010F0AAAFAF,Day Nurse_Cap,,040701
14995,22502655018,iMEDicare Ultra Maint Set Constrictor Ri,,225026
14996,0902022I0AAACAC,Lopinavir/Ritonavir_Tab 100mg/25mg,,090202
14997,23355603840,Sevodyne_Transdermal Patch 5mcg/hr,,233556
14998,23355603675,Osto-D2_Cap 50 000u,,233556
14999,20030600323,Ilube_Eye Dps 5%,,200306
15,23600706408,PVC Ring Pess 110mm 1.25cm Thick,Y00751,236007
150,1309000L0AAABAB,Oralieve Moisturising Mth Gel 50ml,E84653,130900
1500,1003020P0AAADAD,Welland_FreeStyle Vie Convex Closed Pch,P81152,100302
15000,1202010T0BBABAB,Juzo Hostess Custom Fit L/Limb CL2 Thigh,,120201
15001,23252402503,Juzo Dynamic Class 3 Tights Closed Toe L,,232524
15002,0902021S0BBBABQ,Nitrofurantoin_Cap 100mg M/R,,090202
15003,1311020L0AABSBS,Welland_FreeStyle Flng 55mm C/Fit 13-50m,,131102
15004,0304030C0BEAAA2,ActiLymph Class 2 Armsleeve Wt Top Band,,030403
15005,1305020C0AAEKEK,E45_Intense Recovery Lot,,130502
15006,20030100148,Entonox_Cylinder Size F 2000L,,200301
15007,1502010R0BBABAB,Ensure Plus_Yog Style Liq Feed (2 Flav),,150201
15008,1404000E0BFAAAJ,Asmanex Twisthaler_D/P Inh 400mcg (30 D),,140400
15009,21011300148,365 Non Woven Island 5cm x 7.2cm Adh Dre,,210113
1501,0205010AAAAAAAA,Tobramycin_Pdr Inh Cap 28mg + Dev,H82007,020501
15010,21010900563,Mextra Superabsorbent 10cmx20cm Wound Dr,,210109
15011,20150000007,Respond_OstoMart OstoMist Apple P/Spy 10,,201500
15012,1105000P0AAAEAE,Levofloxacin_Eye Dps 5mg/ml,,110500
15013,23351003786,Priadel_Tab 200mg,,233510
15014,23600706230,Promin_L/P Croutons Sach 40g,,236007
15015,21020001008,Monobenzone/Aq_Crm 10%,,210200
15016,1001010C0BQACAF,Florinef_Tab 100mcg,,100101
15017,090402000BBWFA0,SST Saliva Stimulating Tab,,090402
15018,0205052V0BBAEAF,Neoral_Cap 100mg,,020505
15019,23920109204,Fortisip Extra_Liq (3 Flav),,239201
1502,0410020B0AAAYAY,Optimum_Ugo Fix Leg Bag Straps,Y04612,041002
15020,1404000H0BGAAAF,Nystaform-HC_Oint,,140400
15021,23600106261,Glutafin_G/F High Fibre Loaf (Cut),,236001
15022,23600706220,Flexifast 10.75cm x 1m (Yellow)Stkntte E,,236007
15023,23301083103,Anusol_Crm,,233010
15024,0204000R0AAAKAK,Ferr Fumar_Cap 305mg,,020400
15025,0601012D0AAAIAI,TYR Anamix Jnr_Pdr Sach 36g,,060101
15026,0904010ACBGADAC,Yemex_Transdermal Patch 12mcg/hr,,090401
15027,23600106279,Thiamine HCl_Oral Susp 50mg/5ml,,236001
15028,21270001924,Skinnies WEB Waist Tube Elasctd Nylon St,,212700
15029,20031600086,Adderall XR_Cap 25mg,,200316
1503,21012200101,Sarahvee_Xanthan Gum,B83025,210122
15030,23463364601,Juzo Soft Class 2 Thigh + w/a Open Toe L,,234633
15031,21270001020,Beambridge_Pod + Tap,,212700
15032,21010230115,Sod Bicarb_Tab 600mg,,210102
15033,21270000168,Piloc HCl_Eye Dps 0.25%,,212700
15034,20030900311,Lariam_Tab 250mg,,200309
15035,0408010AJAAAAAA,Neurontin_Cap 400mg,,040801
15036,23301023070,PKU-gel_Gel Sach 24g (Orange),,233010
15037,0103050L0BBAEAH,Boots_IBS Relief Tab 135mg,,010305
15038,0205051L0BBAAAA,Navina Consumable Set,,020505
15039,0206010I0AAADAD,Brufen_Gran Eff Sach 600mg,,020601
1504,23965909627,Macitentan_Tab 10mg,E87649,239659
15040,23944809516,Deep Freeze_Spy 200ml/135g,,239448
15041,1108010AAAAAMAM,Rebif_Inj 44mcg/0.5ml 1.5ml Cart,,110801
15042,0205052ACBBABAB,Jobst Compri2 lite 25-32cm Two Layer Com,,020505
15043,0402020G0AAAHAH,Blumont Hypromellose 0.3% Eye Dps 10ml,,040202
15044,22501005054,Surg Suture W9923 Absorb Ster Syn,,225010
15045,23960109780,Biotene Oralbalance Gel,,239601
15046,23603456369,Salts_Confidence Comfort Closed Lge Pouc,,236034
15047,21270001225,DermaSilk Facial Mask Child Silk Garment,,212700
15048,0603020T0AAAXAX,Oprymea_Tab 3.15mg M/R,,060302
15049,091200000AAEGEG,Hollister_Conform 2 Float Flng Adh Borde,,091200
1505,0407020ADBEABAF,Imodium_Original Cap 2mg,Y03658,040702
15050,0603020J0BEAACV,Ins Aspart_Inj 100u/ml 10ml Vl,,060302
15051,23301023058,Norditropin NordiFlex_Inj15mg/1.5mlPfPen,,233010
15052,20100000532,iMEDicare_Low Supersoft Receptacle,,201000
15053,0604011X0BFAAAA,CLINIgrip 6.25cm x 0.5m Stkntte Elasctd,,060401
15054,22504885012,Water For Inj_1L 2-Layer Bag,,225048
15055,23963059721,Clonazepam_Tab 500mcg,,239630
15056,0206020C0AAAWAW,Darbepoetin Alfa_Inj 150mcg/0.3ml Pfs,,020602
15057,090401080BJAHBD,Minocycline HCl_Cap 100mg M/R,,090401
15058,0802020G0BCACAF,MXL_Cap 120mg,,080202
15059,0407020Q0AACDCD,Rimexolone_Eye Dps 10mg/ml,,040702
1506,1001010J0DBAABH,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,B83055,100101
15060,21010900828,Zonisamide_Cap 25mg,,210109
15061,0205051S0AAAAAA,Biatain Adh 15cm x 15cm Wound Dress Poly,,020505
15062,22802088006,Zoladex LA_Implant 10.8mg SafeSystem Pfs,,228020
15063,0906040G0CHAKCU,Vitasavoury 300_Pdr Sach 50g(Golden Veg),,090604
15064,23603456340,Ceftazidime Pentahyd_Inj 500mg Vl,,236034
15065,0902021S0BGABAY,Jobst FarrowWrap Classic Footpiece Lymph,,090202
15066,0801030P0AAFTFT,Juzo Expert Strong Class 1 B/Knee Footle,,080103
15067,20032500025,Diprosone_Oint 0.05%,,200325
15068,23961009682,Schar_G/F W/F Cracker Toast,,239610
15069,21270001667,Risperdal Consta_Inj Pdr 25mg Vl + Dil,,212700
1507,1311010I0AAAAAA,Diclofenac Sod_Suppos 100mg,B81002,131101
15070,1502010J0BNAACE,Jobst Elvarex Acc For U/Extrem Non-Stnd,,150201
15071,23940709780,kliniderm Foam Lite Border 4cm x 5cm Wou,,239407
15072,20040200200,Diumide-K Continus_Tab,,200402
15073,0604020T0BDAAAC,Kavendor_Comfizz Support Belt Level III,,060402
15074,0104020P0BBAAAA,Clindamycin Phos_Inj 150mg/ml 2ml Amp,,010402
15075,0409020S0AAAHAH,Topamax_Tab 50mg,,040902
15076,21012500104,CliniFast Vest L/S Sml Adult Elasctd Vis,,210125
15077,23355603855,Dexibuprofen_Tab 400mg,,233556
15078,23944109497,Opiodur_Transdermal Patch 50mcg/hr,,239441
15079,0503021A0AAAAAA,Tysabri_I/V Inf 300mg/15ml Vl,,050302
1508,23601006378,Alum Sulf_Spy 20% 25ml,N82079,236010
15080,1304000V0BTABAJ,Coloplast_SenSura Mini Drnbl Bag S/Cover,,130400
15081,23850608513,DryMax Extra 10cm x 20cm Wound Dress Pro,,238506
15082,23301083095,Tacrolimus_Cap 750mcg,,233010
15083,23301083162,Innohep_Inj 20 000u/ml 0.7ml Pfs,,233010
15084,0411000G0BBAAAA,Trio_Pearls Sach,,041100
15085,0906040G0CIATBN,Setlers_Heartburn Tab Chble,,090604
15086,1103010G0AAAFAF,Seven Seas_Essent EPO+S/FlowOilCap1000mg,,110301
15087,21300000104,Fasigyn_Tab 500mg,,213000
15088,20031400020,EnergieShake Complete_1.5kcalLiq(4 Flav),,200314
15089,21270000632,Juzo Soft Class 1 Armsleeve Lymph Gmt,,212700
1509,23944109567,Salts_Second Nature Secu-Ring Flng 57mm,M83020,239441
15090,23350703755,Sabril_Tab 500mg,,233507
15091,21270001262,Praziquantel_Tab 500mg,,212700
15092,0803042N0BBADAD,Dansac_Nova Colo Bag Opqe P/Cut 35mm,,080304
15093,1203040I0BCAAAD,KetoCal 3:1_Pdr,,120304
15094,23353453758,Orgran_G/F W/F All Purpose Rice Crumb,,233534
15095,20031700109,Methylpred Acet/Lidoc_Inj 40/10mg/1ml Vl,,200317
15096,22902409072,Macoflex_Sod Chlor I/V Inf 0.9% 100ml,,229024
15097,0407042Q0AAAFAF,Bard_Ltx Free Penile Sheath 32mm,,040704
15098,1307000M0AABSBS,Gamolen_Cap 80mg,,130700
15099,0407010X0BMAAAJ,Dipyridamole_Liq Spec 100mg/5ml,,040701
151,1302010U0AAAFAF,Juzo Expert Custom Fit Class 3 B/Knee Fo,H81064,130201
1510,0206020C0BTAAAA,Promin_L/P Potato Pot Cabbage & Bacon,D83008,020602
15100,1404000L0AAADAD,Captopril_Tab 25mg,,140400
15101,21270001169,Clobetasol Prop 0.05% 10%/WSP_Oint,,212700
15102,0309020G0BBACAB,Convatec_Colodress Plus Stoma Cap 19mm S,,030902
15103,0503021D0BBAAAA,Saflo 90 Drug Delivery Accessories 100cm,,050302
15104,0902012L0AABVBV,Alomide_Ophth Soln 0.1%,,090201
15105,1001010X0BBAAAA,Acea_Gel 0.75%,,100101
15106,23945609479,Prednisolone_Tab 2.5mg,,239456
15107,20200000290,B.Braun_Almarys Opt Closed Bag Beige 35m,,202000
15108,23354803616,Payne_Male Incont App Mk1 Complete With,,233548
15109,23605606179,PKU cooler 10_Liq (4 Flav),,236056
1511,0704020N0BEAAAC,4UlcerCare Leg Ulcer Wrap 43-51cm,Y04424,070402
15110,23945609495,Ultra Fast Cohesive 10cm x 6.3m M/Layer,,239456
15111,0310000Q0BFABAC,Phenobarb Sod_Liq Spec 100mg/5ml,,031000
15112,0906026V0AAAAAA,Teleflex SafetyCat Fle Size 10-16 (50-Pa,,090602
15113,0604011L0AAAYAY,Abtard_Tab 10mg M/R,,060401
15114,0408010ALBBADAD,Triamcinol Aceton_Inj 40mg/ml 1ml Pfs,,040801
15115,20030900339,Kenzem SR_Cap 120mg,,200309
15116,0309010L0AAACAC,Epimaz Ret_Tab 400mg,,030901
15117,1001010R0AAAAAA,Abilify_Orodisper Tab 15mg,,100101
15118,0409010W0AAABAB,Diazepam_Inj (Emulsion) 5mg/ml 2ml Amp,,040901
15119,0601021A0AAADAD,Duavive_Tab 0.45mg/20mg M/R,,060102
1512,21270001702,Vita-E_Gels 400u,B81057,212700
15120,0603020J0AAA5A5,Zubes_Orig Loz,,060302
15121,0601023AEAAAAAA,ActivHeal 10cm x 20cm Wound Dress Soft S,,060102
15122,0905022S0AAACAC,Ciclosporin_Cap 25mg,,090502
15123,23603456220,Viagra_Tab 50mg,,236034
15124,20032100068,Tryptophan_Tab 500mg,,200321
15125,1001050A0BEACAD,kliniderm Foam Lite Border 15cm x 15cm W,,100105
15126,0904010A0BBAABF,Aldara_Crm 5% Sach 250mg,,090401
15127,0206020C0BBACAS,Loprofin_G/F L/P Loaf Wte (Cut),,020602
15128,0206040AGBBAAAC,Lorenzo's_Oil,,020604
15129,0403040W0AAAQAQ,Tubifast 2-Way Stch Gloves Sml Child Ela,,040304
1513,0505050P0AAABAB,Doxylar_Cap 50mg,F85028,050505
15130,23354103803,Selegiline HCl_Tab 5mg,,233541
15131,20030100531,Pancrex V_Tab E/C 60mg,,200301
15132,090900000BBLAA0,Sondate XL_Tab 400mg,,090900
15133,0401010B0AABEBE,Lifestyle_G/F Bread Roll Wte,,040101
15134,23350703810,UrgoTul Absorb Border 6.5cm x 10cm Wound,,233507
15135,1104020Z0AAAAAA,Salts_Convex Plate For Light Wte App 44m,,110402
15136,20030200205,Bard_Urisac Leg Drain Bag Long Tube 350m,,200302
15137,23965909621,Candesartan Cilexetil_Liq Spec 8mg/5ml,,239659
15138,21020000521,Risperidone_Tab 1mg,,210200
15139,23960959602,Foodlink_Complete Pdr (4 Flav),,239609
1514,0902021S0AAAYAY,Balance Activ BV Vag PH Correction Gel 5,Y04059,090202
15140,0601060D0CUABA0,Promin Plus_G/F L/P Pasta Spaghetti,,060106
15141,20031600125,Convatec_Esteem Closed Pouch Med Opqe S/,,200316
15142,0402010ABBDAAAV,Acenocoumarol_Tab 1mg,,040201
15143,1202020I0BBABAB,Juzo Expert Strong Class 3 Armsleeve + G,,120202
15144,22302403015,SunVit-D3_Oral Soln 2 000u/ml,,223024
15145,0206010F0AAAAAA,Movicol-Half_Pdr Sach 6.9g (Lem & Lim),,020601
15146,0704050Z0AAABAB,Ergocalciferol Strong_Tab 1.25mg,,070405
15147,23940709818,Co-Zidocapt_Tab 25mg/50mg,,239407
15148,1305020S0AAABAB,Renvela_Tab 800mg,,130502
15149,0801030P0AAFFFF,FreeStyle Lancets 0.5mm/28 Gauge,,080103
1515,1003020R0AAAAAA,Venotrain Micro Class 1 B/Knee Plus Clos,Y01704,100302
15150,22802328002,Capimune_Cap 25mg,,228023
15151,0101010R0AAAEAE,Glyceryl Trinit_Sub P/Spy 400mcg (200D),,010101
15152,0905030G0BEAHBU,Natures Aid_Vit D3 Oral Dps 2 500u/ml,,090503
15153,21270000127,TRUEplus Lancets 0.32mm/30 Gauge,,212700
15154,0408010AEAAANAN,Ins Lispro_(Hum Prb) 200u/ml 3ml Pf Pen,,040801
15155,20030600568,Dentinox_Teething Gel S/F,,200306
15156,21020000291,B.Braun_Elite Closed Colo Bag Beige 25mm,,210200
15157,0403020M0AAAAAA,Eakin Wound Pch Bung ClosureLgeVert 250m,,040302
15158,1001010R0AAABAB,Proceli_G/F W/F Dinner Roll Wte P/Bke,,100101
15159,23603356277,Aripiprazole_Oral Soln 5mg/5ml,,236033
1516,0402010J0BDAEAC,Actiq_Loz 400mcg,E83037,040201
15160,21011200364,Fentalis Reservoir_T/Derm Patch100mcg/hr,,210112
15161,1103010G0AAAKAK,Oakmed_Option Colo Plus Pouch Opqe 30mm,,110301
15162,0906011H0AAAGAG,Vensir XL_Cap 150mg,,090601
15163,0212000Y0BBADAH,Gentamicin Sulf_Ear/Eye Dps 0.3%,,021200
15164,0307000C0AAAMAM,Catrix 1g Sach Wound Dress Protease Matr,,030700
15165,20030600572,Fluconazole_Cap 50mg,,200306
15166,0302000C0AAAAAA,Haddenham Custom Pertex Class 3 Toe Cap,,030200
15167,1310020H0BBABAA,Jardiance_Tab 25mg,,131002
15168,1001010C0BBACAA,Portia Ear Syringe Rubb 60ml,,100101
15169,20030200115,Qutenza_Cutaneous Patch 179mg,,200302
1517,091200000BFPVA0,Fesoterodine Fumar_Tab 4mg M/R,Y04371,091200
15170,23603456276,Respond_HiLINE L-Wt Support Belt 13cm (X,,236034
15171,1108010F0AAABAB,CUI_Fulciolite Brief Right Wte Size 10,,110801
15172,1304000F0BHAACC,Leflunomide_Tab 10mg,,130400
15173,0906040G0CEACBK,Rochester_Clr Advantage Slc Sheath Lge 3,,090604
15174,0106040M0BCADAB,Betoptic Susp_Ophth Susp 0.25%,,010604
15175,23305951060,Coloplast_Assura Midi Closed Bag Opqe 40,,233059
15176,0902021X0BIABAB,Metrolyl_Suppos 1g,,090202
15177,20200000158,HealthAid_Ginko Vital Cap 5g,,202000
15178,23941010063,Imuderm_Crm,,239410
15179,0906040G0AADUDU,Sigvaris Traditional 500 Class 3 Thigh +,,090604
1518,1001010T0AAACAC,Allevyn Plus Adh 12.5cm x 12.5cm Wound D,E81025,100101
15180,23350103504,Methotrexate_Inj 7.5mg/0.75ml Pfs,,233501
15181,1003020U0AAAJAJ,Coloplast Self-Cath Nelaton Paed Size 6-,,100302
15182,0501050B0BBAEAE,Felodipine_Tab 2.5mg M/R             @gn,,050105
15183,23605606235,Blom-Singer HME Starter Kit Tracheo B/Ai,,236056
15184,0106010N0AAACAC,Doxazosin Mesil_Tab 8mg M/R,,010601
15185,0206010K0CLAAAF,Leveraxo_Tab 5mg M/R,,020601
15186,1001030S0AAACAC,Emerita_Pro-Gest Crm,,100103
15187,0904010ACBIACAC,Tramadol HCl_Inj 50mg/ml 2ml Amp,,090401
15188,21140000020,HealthAid_Aloe Vera Juice,,211400
15189,190900000AAAHAH,Vortex + Baby Mask 0-2 Yr(s),,190900
1519,21120000121,Glucose_I/V Inf 10% 500ml,G81691,211200
15190,1404000G0BCACAC,Alzain_Cap 225mg,,140400
15191,23600106287,M.Sauer_URIbag F 1.2L,,236001
15192,23102951008,Quetiapine_Oral Soln 25mg/5ml,,231029
15193,0408010W0AAAZAZ,Epoetin Zeta_Inj 3 000u/0.9ml Pfs,,040801
15194,20030100091,Flexicare_Discreet Leg Bag + Lever Tap L,,200301
15195,0106040N0AAADAD,Peak_Combimate Urost Pouch Transpt Med F,,010604
15196,0103050P0BBABAE,Sod Bicarb_Liq Spec 420mg/5ml,,010305
15197,0704020Z0AAAAAA,Convatec_C/Sive Natura Urost Pch stnd Ta,,070402
15198,20031700130,Jobskin MTM Premium Class 1 Thigh + Wais,,200317
15199,0904010U0BDAMAA,Metoject_Inj 15mg/0.3ml Pfs,,090401
152,0704010U0BMAAAA,UrgoKTwo Size 25-32cm (8cm) M/Layer Comp,E83007,070401
1520,21010900571,Pediacel_Vac 0.5ml Vl,Y05671,210109
15200,21010900756,Glutafin_G/F Roll x 2 Wte Long P/Bke,,210109
15201,21270002010,Salic Acid_Oint 20%,,212700
15202,0105040A0BBAAAA,Daclatasvir_Tab 30mg,,010504
15203,040702040BJABAH,Urgotul 5cm x 5cm Wound Dress Soft Polym,,040702
15204,090401050BFAAAA,Sorbsan Plus Border 19cm x 24cm Wound Dr,,090401
15205,21240000190,Comfifast E/Wrap Leg 8-11 Yrs Elasctd Vi,,212400
15206,22904109026,Dicloflex_Tab E/C 25mg (Teva),,229041
15207,0704050R0AAACAC,Ribbed Cott 20cm x 5m Stkntte Tublr,,070405
15208,0904010K0BFAAAF,Juzo Hostess Class 1 Thigh Open Toe + Sl,,090401
15209,090402000BBMUA0,Tubigrip 7.5cm x 0.5m Stkntte Elasctd Tu,,090402
1521,0601021M0BKAAAT,Coloplast_Derma-Gard Skin Wipes,N81014,060102
15210,0408010C0AAAUAU,Mst Continus_Tab 10mg,,040801
15211,0301020T0AAAAAA,Mst Continus_Tab 15mg,,030102
15212,0403040W0AAAPAP,Guaifenesin_Oral Soln 50mg/5ml S/F,,040304
15213,20070000120,Haloperidol_Tab 10mg,,200700
15214,0905013A0BDABAH,Ambre Sol_UV Sens Prote Milk SPF 50+,,090501
15215,0501021M0AAAAAA,Piportil Depot_Inj 50mg/ml 1ml Amp,,050102
15216,21270000673,Phenyleph HCl_Cap 12.2mg,,212700
15217,23940709809,Phorpain_Gel 5%,,239407
15218,0402010AIBBABAB,Juzo Expert Strong Class 2 Glove + C/Fin,,040201
15219,0503010G0AAADAD,GBUK Gellhorn Pess Slc Stnd Stem Size 7,,050301
1522,23600706433,Pro-Cal_Shot Liq (Sbery),Y03534,236007
15220,0604012M0AAAEAE,Dansac_NovaLife 1 Open + View Midi Opqe,,060401
15221,0205040D0BDACAC,Taranis_L/P Pancakes & Waffles Mix,,020504
15222,23601006380,Fycompa_Tab 8mg,,236010
15223,0601060D0DRAAA0,OpSite Post-Op 8.5cm x 15.5cm VP Adh Fil,,060106
15224,040801050AAAYAY,Covidien Dover All Slc Foy Fle 5-10ml 12,,040801
15225,0601021A0AAAAAA,Tielle 11cm x 11cm Wound Dress Polyureth,,060102
15226,23305951031,Vizulize Intensive 0.3% Sod Hyaluronate,,233059
15227,0203020R0BCAAAA,Lipitor_Tab 40mg,,020302
15228,21270000446,Juzo Expert Custom Fit Class 1 Body Band,,212700
15229,0206020R0AABFBF,Slozem 240_Cap 240mg,,020602
1523,0402010R0BBABAB,ReadyWrap Thigh Lymph Gmt,N82083,040201
15230,21020001405,Orione Hernia Brief Support Gmt Size 3 (,,210200
15231,0411000D0BBAAAA,OxyNorm_Inj 50mg/ml 1ml Amp,,041100
15232,0106050B0BDAAA0,Convatec_Ileodress Plus Drnbl Pouch + Wa,,010605
15233,20050300313,Hollister_Moderma Flex CeraPlus ConvexMi,,200503
15234,0409030P0AAAAAA,Clopidogrel_Oral Pdr Sach 3.5mg,,040903
15235,0408010W0BBAKA1,Diazepam Rectube_2mg/ml 1.25ml Tube,,040801
15236,21200000164,Oakmed_Option Connect 2 Ileo Midi + Fltr,,212000
15237,20031500048,Vermox_Susp 100mg/5ml,,200315
15238,22500505000,Enzalutamide_Cap 40mg,,225005
15239,21460100015,Rusch Sympacath AquaFlate Fle H/Gel Ctd,,214601
1524,21270000505,Advazorb 7.5cm x 7.5cm Wound Dress Polyu,G82647,212700
15240,21200000145,Neutrogena_Norwegian For Moist Foot Crm,,212000
15241,1106000Z0AAAPAP,Durafiber 4cm x 20cm Wound Dress Proteas,,110600
15242,0410020C0AAAAAA,Minims_Lido HCl/Fluoresc Sod 4/0.25% Ud,,041002
15243,20031500053,Colecal_Orodisper Tab 500u S/F,,200315
15244,21020000899,Vitasavoury 300_Pdr Sach 50g(Leek&Potato,,210200
15245,091200000BEZVA0,Coloplast_Assura Maxi Drnbl Bag Opqe 60m,,091200
15246,0904010A0BGAJBF,Mirapexin_Tab 0.35mg,,090401
15247,20031700089,Wilzin_Cap 25mg,,200317
15248,0410030D0BBAAAA,Jade_Belt Web&Elas+Velcro Fastening 25mm,,041003
15249,23960109683,Prolia_Inj 60mg/1ml Pfs,,239601
1525,1002020C0AAAIAI,Paracet/Diphenhyd HCl_Soln120/12.5mg/5ml,Y04719,100202
15250,1001030U0AABBBB,Co-Trimoxazole_I/V Inf 96mg/ml 5ml Amp,,100103
15251,23940459631,Coal Tar 5%/Clobet 0.05%_Oint,,239404
15252,20030900344,Risperidone_Tab 4mg,,200309
15253,0904010W0BGAEAE,Ins Biphasic Lispro Mix50_100u/ml3mlCart,,090401
15254,0106020C0BEAAAJ,Dextrometh Hydrob_Oral Susp 30mg/5ml,,010602
15255,0101012B0AAAVAV,Neofel XL_Tab 2.5mg (Actavis),,010101
15256,0301011R0BZAAAP,DermaSilk Knee-length Undersocks Longer,,030101
15257,20030600234,Glucose_(S) For Oral Use BP 1980,,200306
15258,0410020B0BBAXBT,Convatec_Urihesive Strips,,041002
15259,090402000BBNTA0,Convatec_Ileodress One-Piece Drnbl Pouch,,090402
1526,1501030G0AAABAB,Nu-Hope_Urost Pouch Flat Stnd P/Cut 25mm,Y03115,150103
15260,23964109744,M.Sauer_Comfort Sheath Lge (Diam 32mm),,239641
15261,1502010C0AAABAB,Mirapexin_Tab 2.1mg M/R,,150201
15262,1404000H0BLAAAF,Imigran_Nsl Spy 20mg/0.1ml Ud,,140400
15263,090402000BBKUA0,Naproxen_Tab Eff 250mg S/F,,090402
15264,23943350076,Empagliflozin/Metformin_Tab 5mg/850mg,,239433
15265,21270002096,Brimonidine/Timolol_Eye Dps 2mg/5mg/ml,,212700
15266,0409010X0BBAEAE,Convatec_Esteem Syner Pch+Invis Transpt,,040901
15267,23353453610,Unspecified Foy Male Cath,,233534
